date,target
2020-01-01 00:00:00.000,28.73846834174705
2020-01-01 00:04:00.000,11.749160808739386
2020-01-01 00:08:00.000,3.2799381982078586
2020-01-01 00:12:00.000,3.453718467000897
2020-01-01 00:16:00.000,-0.12283894031679665
2020-01-01 00:20:00.000,-4.188190042449676
2020-01-01 00:24:00.000,21.035460037419924
2020-01-01 00:28:00.000,14.974568623312948
2020-01-01 00:32:00.000,18.077354080180065
2020-01-01 00:36:00.000,13.396400739467694
2020-01-01 00:40:00.000,-0.7060574283185161
2020-01-01 00:44:00.000,-6.442722561894727
2020-01-01 00:48:00.000,1.7556746538290469
2020-01-01 00:52:00.000,23.902994990485553
2020-01-01 00:56:00.000,9.04110403661518
2020-01-01 01:00:00.000,2.107314243010009
2020-01-01 01:04:00.000,7.595232590762713
2020-01-01 01:08:00.000,12.252025592723086
2020-01-01 01:12:00.000,22.22162317957128
2020-01-01 01:16:00.000,21.097608656454632
2020-01-01 01:20:00.000,11.242478780653107
2020-01-01 01:24:00.000,12.64751705609735
2020-01-01 01:28:00.000,44.764196162633674
2020-01-01 01:32:00.000,38.71608898832529
2020-01-01 01:36:00.000,45.15712290641197
2020-01-01 01:40:00.000,53.732667647501344
2020-01-01 01:44:00.000,43.39442283887072
2020-01-01 01:48:00.000,60.27953632000124
2020-01-01 01:52:00.000,55.29166734140206
2020-01-01 01:56:00.000,72.41228691084882
2020-01-01 02:00:00.000,51.538881867509154
2020-01-01 02:04:00.000,55.789625099944594
2020-01-01 02:08:00.000,64.67780777262837
2020-01-01 02:12:00.000,58.933642134328664
2020-01-01 02:16:00.000,55.728063166163004
2020-01-01 02:20:00.000,51.22135372267725
2020-01-01 02:24:00.000,19.328034139487
2020-01-01 02:28:00.000,37.75704302879743
2020-01-01 02:32:00.000,40.249610232076996
2020-01-01 02:36:00.000,30.508737745040694
2020-01-01 02:40:00.000,27.102095262583124
2020-01-01 02:44:00.000,33.866349118030456
2020-01-01 02:48:00.000,-1.7555201494784851
2020-01-01 02:52:00.000,-6.700168406194996
2020-01-01 02:56:00.000,-23.276120995255823
2020-01-01 03:00:00.000,-36.02512273709803
2020-01-01 03:04:00.000,-21.116550250774342
2020-01-01 03:08:00.000,-55.39021628541715
2020-01-01 03:12:00.000,-40.64415786080872
2020-01-01 03:16:00.000,-45.85295132883298
2020-01-01 03:20:00.000,-63.65567864117101
2020-01-01 03:24:00.000,-71.78667886167803
2020-01-01 03:28:00.000,-68.759747706573
2020-01-01 03:32:00.000,-85.12702704987258
2020-01-01 03:36:00.000,-93.2127562506087
2020-01-01 03:40:00.000,-88.01315004925121
2020-01-01 03:44:00.000,-98.9372294792287
2020-01-01 03:48:00.000,-88.87884006781474
2020-01-01 03:52:00.000,-111.25051793660714
2020-01-01 03:56:00.000,-97.26812015847112
2020-01-01 04:00:00.000,-131.9458027911613
2020-01-01 04:04:00.000,-125.44599654874504
2020-01-01 04:08:00.000,-102.81478289688872
2020-01-01 04:12:00.000,-124.9950363375327
2020-01-01 04:16:00.000,-101.51558923322857
2020-01-01 04:20:00.000,-107.54061518693236
2020-01-01 04:24:00.000,-90.75440929028831
2020-01-01 04:28:00.000,-109.81253061852158
2020-01-01 04:32:00.000,-91.85519537985591
2020-01-01 04:36:00.000,-85.84231966197441
2020-01-01 04:40:00.000,-107.87381662457085
2020-01-01 04:44:00.000,-89.96180920364229
2020-01-01 04:48:00.000,-72.87521050986884
2020-01-01 04:52:00.000,-61.510101571874934
2020-01-01 04:56:00.000,-55.20121597594013
2020-01-01 05:00:00.000,-56.3134809187233
2020-01-01 05:04:00.000,-39.706560387758344
2020-01-01 05:08:00.000,-36.491532822626475
2020-01-01 05:12:00.000,-27.056134376950716
2020-01-01 05:16:00.000,-21.042889313085198
2020-01-01 05:20:00.000,-17.23998556598427
2020-01-01 05:24:00.000,6.241794506068723
2020-01-01 05:28:00.000,5.132265744060582
