date,target
16/12/2006 17:24:00,234.84
16/12/2006 17:25:00,233.63
16/12/2006 17:26:00,233.29
16/12/2006 17:27:00,233.74
16/12/2006 17:28:00,235.68
16/12/2006 17:29:00,235.02
16/12/2006 17:30:00,235.09
16/12/2006 17:31:00,235.22
16/12/2006 17:32:00,233.99
16/12/2006 17:33:00,233.86
16/12/2006 17:34:00,232.86
16/12/2006 17:35:00,232.78
16/12/2006 17:36:00,232.99
16/12/2006 17:37:00,232.91
16/12/2006 17:38:00,235.24
16/12/2006 17:39:00,237.14
16/12/2006 17:40:00,236.73
16/12/2006 17:41:00,237.06
16/12/2006 17:42:00,237.13
16/12/2006 17:43:00,235.84
16/12/2006 17:44:00,232.69
16/12/2006 17:45:00,230.98
16/12/2006 17:46:00,232.21
16/12/2006 17:47:00,234.19
16/12/2006 17:48:00,234.96
16/12/2006 17:49:00,236.66
16/12/2006 17:50:00,235.84
16/12/2006 17:51:00,235.6
16/12/2006 17:52:00,235.49
16/12/2006 17:53:00,235.28
16/12/2006 17:54:00,235.06
16/12/2006 17:55:00,234.17
16/12/2006 17:56:00,233.77
16/12/2006 17:57:00,233.62
16/12/2006 17:58:00,234.68
16/12/2006 17:59:00,236.94
16/12/2006 18:00:00,237.52
16/12/2006 18:01:00,238.2
16/12/2006 18:02:00,238.28
16/12/2006 18:03:00,236.93
16/12/2006 18:04:00,235.01
16/12/2006 18:05:00,232.93
16/12/2006 18:06:00,232.12
16/12/2006 18:07:00,231.85
16/12/2006 18:08:00,232.25
16/12/2006 18:09:00,234.66
16/12/2006 18:10:00,236.2
16/12/2006 18:11:00,237.07
16/12/2006 18:12:00,235.78
16/12/2006 18:13:00,237.43
16/12/2006 18:14:00,237.26
16/12/2006 18:15:00,234.25
16/12/2006 18:16:00,234.2
16/12/2006 18:17:00,234.31
16/12/2006 18:18:00,233.29
16/12/2006 18:19:00,235.61
16/12/2006 18:20:00,235.25
16/12/2006 18:21:00,236.04
16/12/2006 18:22:00,235.51
16/12/2006 18:23:00,235.68
16/12/2006 18:24:00,235.2
16/12/2006 18:25:00,233.74
16/12/2006 18:26:00,233.84
16/12/2006 18:27:00,233.79
16/12/2006 18:28:00,235.5
16/12/2006 18:29:00,235.84
16/12/2006 18:30:00,236.15
16/12/2006 18:31:00,235.81
16/12/2006 18:32:00,235.41
16/12/2006 18:33:00,234.82
16/12/2006 18:34:00,233.76
16/12/2006 18:35:00,232.48
16/12/2006 18:36:00,233.54
16/12/2006 18:37:00,232.32
16/12/2006 18:38:00,234.02
16/12/2006 18:39:00,234.76
16/12/2006 18:40:00,234.67
16/12/2006 18:41:00,235.27
16/12/2006 18:42:00,235.12
16/12/2006 18:43:00,235.8
16/12/2006 18:44:00,234.81
16/12/2006 18:45:00,234.38
16/12/2006 18:46:00,234.2
16/12/2006 18:47:00,233.98
16/12/2006 18:48:00,234.99
16/12/2006 18:49:00,234.67
16/12/2006 18:50:00,233.92
16/12/2006 18:51:00,233.51
16/12/2006 18:52:00,233.44
16/12/2006 18:53:00,233.64
16/12/2006 18:54:00,232.39
16/12/2006 18:55:00,232.25
16/12/2006 18:56:00,232.32
16/12/2006 18:57:00,232.79
16/12/2006 18:58:00,232.09
16/12/2006 18:59:00,231.96
16/12/2006 19:00:00,231.99
16/12/2006 19:01:00,232.36
16/12/2006 19:02:00,232.71
16/12/2006 19:03:00,232.01
16/12/2006 19:04:00,232.78
16/12/2006 19:05:00,233.08
16/12/2006 19:06:00,233.69
16/12/2006 19:07:00,234.44
