date,target
2018-08-09 04:30:16,273.511705685619
2018-08-09 04:30:21,273.180602006689
2018-08-09 04:30:26,273.180602006689
2018-08-09 04:30:31,272.849498327759
2018-08-09 04:30:36,273.180602006689
2018-08-09 04:30:41,273.180602006689
2018-08-09 04:30:46,272.849498327759
2018-08-09 04:30:51,272.849498327759
2018-08-09 04:30:56,274.836120401338
2018-08-09 04:31:01,272.849498327759
2018-08-09 04:31:06,273.180602006689
2018-08-09 04:31:11,273.180602006689
2018-08-09 04:31:16,271.19397993311
2018-08-09 04:31:21,273.511705685619
2018-08-09 04:31:26,273.180602006689
2018-08-09 04:31:31,274.505016722408
2018-08-09 04:31:36,273.511705685619
2018-08-09 04:31:41,274.173913043478
2018-08-09 04:31:46,276.491638795987
2018-08-09 04:31:51,276.491638795987
2018-08-09 04:31:56,275.167224080268
2018-08-09 04:32:01,273.511705685619
2018-08-09 04:32:06,272.518394648829
2018-08-09 04:32:11,272.518394648829
2018-08-09 04:32:16,272.518394648829
2018-08-09 04:32:21,269.869565217391
2018-08-09 04:32:26,272.518394648829
2018-08-09 04:32:31,272.518394648829
2018-08-09 04:32:36,272.1872909699
2018-08-09 04:32:41,274.173913043478
2018-08-09 04:32:46,272.518394648829
2018-08-09 04:32:51,272.1872909699
2018-08-09 04:32:56,271.85618729097
2018-08-09 04:33:03,271.52508361204
2018-08-09 04:33:08,271.19397993311
2018-08-09 04:33:13,271.19397993311
2018-08-09 04:33:17,270.862876254181
2018-08-09 04:33:22,272.1872909699
2018-08-09 04:33:27,271.52508361204
2018-08-09 04:33:32,270.862876254181
2018-08-09 04:33:37,271.19397993311
2018-08-09 04:33:42,270.862876254181
2018-08-09 04:33:47,270.862876254181
2018-08-09 04:33:52,271.52508361204
2018-08-09 04:33:57,269.869565217391
2018-08-09 04:34:02,270.531772575251
2018-08-09 04:34:06,270.862876254181
2018-08-09 04:34:11,270.862876254181
2018-08-09 04:34:16,271.19397993311
2018-08-09 04:34:21,270.531772575251
2018-08-09 04:34:26,270.531772575251
2018-08-09 04:34:31,270.862876254181
2018-08-09 04:34:35,270.531772575251
2018-08-09 04:34:40,272.849498327759
2018-08-09 04:34:45,271.19397993311
2018-08-09 04:34:50,272.518394648829
2018-08-09 04:34:55,271.19397993311
2018-08-09 04:35:00,268.545150501672
2018-08-09 04:35:05,270.531772575251
2018-08-09 04:35:10,272.849498327759
2018-08-09 04:35:15,275.167224080268
2018-08-09 04:35:20,271.52508361204
2018-08-09 04:35:25,272.1872909699
2018-08-09 04:35:29,270.862876254181
2018-08-09 04:35:34,272.1872909699
2018-08-09 04:35:39,271.85618729097
2018-08-09 04:35:44,271.52508361204
2018-08-09 04:35:49,271.85618729097
2018-08-09 04:35:54,271.19397993311
2018-08-09 04:35:59,273.180602006689
2018-08-09 04:36:04,269.207357859532
2018-08-09 04:36:09,270.862876254181
2018-08-09 04:36:14,271.52508361204
2018-08-09 04:36:19,271.85618729097
2018-08-09 04:36:24,271.19397993311
2018-08-09 04:36:29,270.862876254181
2018-08-09 04:36:34,271.52508361204
2018-08-09 04:36:39,271.52508361204
2018-08-09 04:36:44,273.180602006689
2018-08-09 04:36:49,271.52508361204
2018-08-09 04:36:54,271.19397993311
2018-08-09 04:36:59,271.52508361204
2018-08-09 04:37:04,271.52508361204
2018-08-09 04:37:08,269.207357859532
2018-08-09 04:37:13,272.1872909699
2018-08-09 04:37:18,276.160535117057
2018-08-09 04:37:22,272.849498327759
2018-08-09 04:37:27,280.795986622074
2018-08-09 04:37:32,278.809364548495
2018-08-09 04:37:37,270.200668896321
2018-08-09 04:37:42,269.538461538462
2018-08-09 04:37:47,271.52508361204
2018-08-09 04:37:52,270.531772575251
2018-08-09 04:37:57,268.214046822742
2018-08-09 04:38:02,269.538461538462
2018-08-09 04:38:07,268.214046822742
2018-08-09 04:38:12,265.896321070234
2018-08-09 04:38:17,268.545150501672
2018-08-09 04:38:22,269.869565217391
2018-08-09 04:38:27,267.882943143813
2018-08-09 04:38:32,268.876254180602
2018-08-09 04:38:37,269.538461538462
2018-08-09 04:38:42,269.207357859532
2018-08-09 04:38:47,268.545150501672
2018-08-09 04:38:52,268.214046822742
2018-08-09 04:38:56,268.214046822742
2018-08-09 04:39:01,267.551839464883
2018-08-09 04:39:06,267.882943143813
2018-08-09 04:39:11,267.882943143813
2018-08-09 04:39:16,266.558528428094
2018-08-09 04:39:21,271.19397993311
2018-08-09 04:39:26,269.207357859532
2018-08-09 04:39:31,268.876254180602
2018-08-09 04:39:36,268.545150501672
2018-08-09 04:39:41,268.876254180602
2018-08-09 04:39:46,267.551839464883
2018-08-09 04:39:51,269.207357859532
2018-08-09 04:39:56,269.207357859532
2018-08-09 04:40:01,268.876254180602
2018-08-09 04:40:06,270.531772575251
2018-08-09 04:40:11,268.545150501672
2018-08-09 04:40:16,271.52508361204
2018-08-09 04:40:21,282.451505016722
2018-08-09 04:40:26,276.822742474916
2018-08-09 04:40:31,279.140468227425
2018-08-09 04:40:36,274.836120401338
2018-08-09 04:40:41,277.816053511706
2018-08-09 04:40:46,277.816053511706
2018-08-09 04:40:51,279.140468227425
2018-08-09 04:40:56,279.802675585284
2018-08-09 04:41:01,279.802675585284
2018-08-09 04:41:06,279.802675585284
2018-08-09 04:41:11,277.484949832776
2018-08-09 04:41:16,279.802675585284
2018-08-09 04:41:21,278.478260869565
2018-08-09 04:41:26,278.147157190635
2018-08-09 04:41:31,277.816053511706
2018-08-09 04:41:35,278.809364548495
2018-08-09 04:41:40,277.816053511706
2018-08-09 04:41:45,278.147157190635
2018-08-09 04:41:50,276.822742474916
2018-08-09 04:41:55,279.471571906354
2018-08-09 04:42:00,271.19397993311
2018-08-09 04:42:05,275.498327759197
2018-08-09 04:42:10,275.829431438127
2018-08-09 04:42:15,275.167224080268
2018-08-09 04:42:20,276.491638795987
2018-08-09 04:42:25,268.545150501672
2018-08-09 04:42:30,274.505016722408
2018-08-09 04:42:35,273.511705685619
2018-08-09 04:42:40,271.85618729097
2018-08-09 04:42:45,272.849498327759
2018-08-09 04:42:50,275.498327759197
2018-08-09 04:42:55,273.842809364548
2018-08-09 04:43:00,271.19397993311
2018-08-09 04:43:05,273.842809364548
2018-08-09 04:43:10,273.842809364548
2018-08-09 04:43:15,273.842809364548
2018-08-09 04:43:20,274.173913043478
2018-08-09 04:43:25,274.505016722408
2018-08-09 04:43:30,274.173913043478
2018-08-09 04:43:35,273.842809364548
2018-08-09 04:43:40,273.511705685619
2018-08-09 04:43:45,273.511705685619
2018-08-09 04:43:50,273.511705685619
2018-08-09 04:43:55,274.173913043478
2018-08-09 04:44:00,273.180602006689
2018-08-09 04:44:05,270.862876254181
2018-08-09 04:44:10,273.842809364548
2018-08-09 04:44:15,273.511705685619
2018-08-09 04:44:20,273.842809364548
2018-08-09 04:44:25,275.829431438127
2018-08-09 04:44:30,273.511705685619
2018-08-09 04:44:35,273.842809364548
2018-08-09 04:44:40,273.511705685619
2018-08-09 04:44:45,273.842809364548
2018-08-09 04:44:50,273.180602006689
2018-08-09 04:44:55,273.180602006689
2018-08-09 04:45:00,273.180602006689
2018-08-09 04:45:05,273.180602006689
2018-08-09 04:45:10,271.52508361204
2018-08-09 04:45:15,274.173913043478
2018-08-09 04:45:20,273.511705685619
2018-08-09 04:45:25,273.511705685619
2018-08-09 04:45:30,273.511705685619
2018-08-09 04:45:35,273.511705685619
2018-08-09 04:45:40,273.842809364548
2018-08-09 04:45:45,273.842809364548
2018-08-09 04:45:50,275.829431438127
2018-08-09 04:45:55,274.505016722408
2018-08-09 04:46:00,273.180602006689
2018-08-09 04:46:05,274.173913043478
2018-08-09 04:46:10,273.180602006689
2018-08-09 04:46:15,271.19397993311
2018-08-09 04:46:20,273.842809364548
2018-08-09 04:46:25,273.180602006689
2018-08-09 04:46:30,273.180602006689
2018-08-09 04:46:34,274.505016722408
2018-08-09 04:46:39,272.849498327759
2018-08-09 04:46:43,274.505016722408
2018-08-09 04:46:47,273.180602006689
2018-08-09 04:46:52,272.849498327759
2018-08-09 04:46:57,272.518394648829
2018-08-09 04:47:02,273.180602006689
2018-08-09 04:47:07,274.836120401338
2018-08-09 04:47:12,272.518394648829
2018-08-09 04:47:17,270.200668896321
2018-08-09 04:47:22,273.180602006689
2018-08-09 04:47:27,272.518394648829
2018-08-09 04:47:32,272.849498327759
2018-08-09 04:47:37,272.849498327759
2018-08-09 04:47:42,272.518394648829
2018-08-09 04:47:47,271.19397993311
2018-08-09 04:47:52,272.849498327759
2018-08-09 04:47:57,272.518394648829
2018-08-09 04:48:02,272.518394648829
2018-08-09 04:48:07,272.849498327759
2018-08-09 04:48:12,273.511705685619
2018-08-09 04:48:17,272.518394648829
2018-08-09 04:48:22,272.849498327759
2018-08-09 04:48:27,272.518394648829
2018-08-09 04:48:32,272.518394648829
2018-08-09 04:48:37,273.180602006689
2018-08-09 04:48:42,272.1872909699
2018-08-09 04:48:47,272.1872909699
2018-08-09 04:48:52,271.52508361204
2018-08-09 04:48:57,272.1872909699
2018-08-09 04:49:02,272.1872909699
2018-08-09 04:49:07,272.849498327759
2018-08-09 04:49:12,272.518394648829
2018-08-09 04:49:17,272.518394648829
2018-08-09 04:49:22,272.518394648829
2018-08-09 04:49:27,272.1872909699
2018-08-09 04:49:32,272.849498327759
2018-08-09 04:49:37,272.1872909699
2018-08-09 04:49:42,272.849498327759
2018-08-09 04:49:47,272.518394648829
2018-08-09 04:49:52,272.518394648829
2018-08-09 04:49:57,270.862876254181
2018-08-09 04:50:02,272.518394648829
2018-08-09 04:50:07,272.1872909699
2018-08-09 04:50:12,272.1872909699
2018-08-09 04:50:17,272.1872909699
2018-08-09 04:50:22,272.1872909699
2018-08-09 04:50:27,272.518394648829
2018-08-09 04:50:32,272.849498327759
2018-08-09 04:50:37,272.849498327759
2018-08-09 04:50:42,272.1872909699
2018-08-09 04:50:47,272.1872909699
2018-08-09 04:50:52,272.1872909699
2018-08-09 04:50:57,273.842809364548
2018-08-09 04:51:02,270.200668896321
2018-08-09 04:51:07,272.1872909699
2018-08-09 04:51:12,272.1872909699
2018-08-09 04:51:16,272.1872909699
2018-08-09 04:51:21,272.849498327759
2018-08-09 04:51:26,272.1872909699
2018-08-09 04:51:31,272.1872909699
2018-08-09 04:51:36,272.1872909699
2018-08-09 04:51:41,272.1872909699
2018-08-09 04:51:46,272.1872909699
2018-08-09 04:51:51,272.1872909699
2018-08-09 04:51:56,272.849498327759
2018-08-09 04:52:01,272.849498327759
2018-08-09 04:52:06,270.531772575251
2018-08-09 04:52:11,272.518394648829
2018-08-09 04:52:16,272.518394648829
2018-08-09 04:52:21,272.1872909699
2018-08-09 04:52:26,272.518394648829
2018-08-09 04:52:31,272.1872909699
2018-08-09 04:52:36,272.849498327759
2018-08-09 04:52:41,271.85618729097
2018-08-09 04:52:46,272.1872909699
2018-08-09 04:52:51,274.173913043478
2018-08-09 04:52:56,272.1872909699
2018-08-09 04:53:01,272.1872909699
2018-08-09 04:53:06,271.85618729097
2018-08-09 04:53:11,270.200668896321
2018-08-09 04:53:16,272.1872909699
2018-08-09 04:53:21,272.1872909699
2018-08-09 04:53:26,272.518394648829
2018-08-09 04:53:30,272.1872909699
2018-08-09 04:53:35,272.518394648829
2018-08-09 04:53:40,272.1872909699
2018-08-09 04:53:44,274.505016722408
2018-08-09 04:53:49,272.518394648829
2018-08-09 04:53:54,272.1872909699
2018-08-09 04:53:59,272.1872909699
2018-08-09 04:54:04,272.518394648829
2018-08-09 04:54:09,272.1872909699
2018-08-09 04:54:14,270.531772575251
2018-08-09 04:54:19,272.1872909699
2018-08-09 04:54:24,272.1872909699
